20230929_AWV_F01_t001_c003.tif , 20230929_AWV_F01_t001 , 818.5150888521529
20230929_AWV_F01_t002_c003.tif , 20230929_AWV_F01_t002 , 811.1991888199823
20230929_AWV_F01_t003_c003.tif , 20230929_AWV_F01_t003 , 817.4733233192113
20230929_AWV_F01_t004_c003.tif , 20230929_AWV_F01_t004 , 805.743265234952
20230929_AWV_F01_t005_c003.tif , 20230929_AWV_F01_t005 , 844.7589270571519
20230929_AWV_F01_t006_c003.tif , 20230929_AWV_F01_t006 , 833.5714966680247
20230929_AWV_F01_t007_c003.tif , 20230929_AWV_F01_t007 , 848.0976249499981
20230929_AWV_F01_t008_c003.tif , 20230929_AWV_F01_t008 , 871.4064152271183
20230929_AWV_F01_t009_c003.tif , 20230929_AWV_F01_t009 , 881.4911483693751
20230929_AWV_F01_t010_c003.tif , 20230929_AWV_F01_t010 , 874.7469623116276
20230929_AWV_F01_t011_c003.tif , 20230929_AWV_F01_t011 , 881.0090339759189
20230929_AWV_F01_t012_c003.tif , 20230929_AWV_F01_t012 , 877.5104025428217
20230929_AWV_F01_t013_c003.tif , 20230929_AWV_F01_t013 , 874.2166493047449
20230929_AWV_F01_t014_c003.tif , 20230929_AWV_F01_t014 , 878.1124909564235
20230929_AWV_F01_t015_c003.tif , 20230929_AWV_F01_t015 , 880.0643548571176
20230929_AWV_F01_t016_c003.tif , 20230929_AWV_F01_t016 , 880.4515659664922
20230929_AWV_F01_t017_c003.tif , 20230929_AWV_F01_t017 , 880.4643847107851
20230929_AWV_F01_t018_c003.tif , 20230929_AWV_F01_t018 , 882.5082874876543
20230929_AWV_F01_t019_c003.tif , 20230929_AWV_F01_t019 , 887.3826136485164
20230929_AWV_F01_t020_c003.tif , 20230929_AWV_F01_t020 , 887.5828595877773
20230929_AWV_F01_t021_c003.tif , 20230929_AWV_F01_t021 , 886.8970312498608
20230929_AWV_F01_t022_c003.tif , 20230929_AWV_F01_t022 , 886.2262215257401
20230929_AWV_F01_t023_c003.tif , 20230929_AWV_F01_t023 , 891.3979412602607
20230929_AWV_F01_t024_c003.tif , 20230929_AWV_F01_t024 , 889.9804145786962
20230929_AWV_F01_t025_c003.tif , 20230929_AWV_F01_t025 , 889.239720573517
20230929_AWV_F01_t026_c003.tif , 20230929_AWV_F01_t026 , 890.668829404548
20230929_AWV_F01_t027_c003.tif , 20230929_AWV_F01_t027 , 887.6197533899651
20230929_AWV_F01_t028_c003.tif , 20230929_AWV_F01_t028 , 886.7766213489539
20230929_AWV_F01_t029_c003.tif , 20230929_AWV_F01_t029 , 888.9186548400456
20230929_AWV_F01_t030_c003.tif , 20230929_AWV_F01_t030 , 868.2808534671058
20230929_AWV_F01_t031_c003.tif , 20230929_AWV_F01_t031 , 861.6032840245947
20230929_AWV_F01_t032_c003.tif , 20230929_AWV_F01_t032 , 856.0106260969884
20230929_AWV_F01_t033_c003.tif , 20230929_AWV_F01_t033 , 872.7569757043394
20230929_AWV_F01_t034_c003.tif , 20230929_AWV_F01_t034 , 879.2873036556898
20230929_AWV_F01_t035_c003.tif , 20230929_AWV_F01_t035 , 887.7173078962654
20230929_AWV_F01_t036_c003.tif , 20230929_AWV_F01_t036 , 895.5079071860717
20230929_AWV_F01_t037_c003.tif , 20230929_AWV_F01_t037 , 900.7702966129555
20230929_AWV_F01_t038_c003.tif , 20230929_AWV_F01_t038 , 900.7756588803005
20230929_AWV_F01_t039_c003.tif , 20230929_AWV_F01_t039 , 903.7031809121482
20230929_AWV_F01_t040_c003.tif , 20230929_AWV_F01_t040 , 905.6040421617238
20230929_AWV_F01_t041_c003.tif , 20230929_AWV_F01_t041 , 903.8306061419272
20230929_AWV_F01_t042_c003.tif , 20230929_AWV_F01_t042 , 911.5527761284237
20230929_AWV_F01_t043_c003.tif , 20230929_AWV_F01_t043 , 908.1171454914339
20230929_AWV_F01_t044_c003.tif , 20230929_AWV_F01_t044 , 912.999917357627
