time	200	160	128	102.4	81.92	65.536	52.4288	41.94304	33.554432	26.8435456	21.47483648	17.179869184
0	147	128	103	92	70	65	58	45	49	51	49	47
1	164	131	110	93	78	70	58	50	50	42	46	48
2	178	150	106	106	75	59	50	52	46	46	43	48
3	195	154	131	99	81	67	55	50	53	51	48	46
4	207	172	134	100	80	63	65	50	49	46	42	42
5	230	180	141	116	92	63	58	53	55	46	46	48
6	235	193	161	125	85	67	65	49	50	44	45	46
7	275	216	160	132	92	65	60	56	52	48	43	47
8	307	231	161	126	83	70	64	52	47	48	41	51
9	319	251	175	131	91	70	62	51	49	50	44	42
10	353	288	175	148	110	63	64	55	46	46	48	43
11	374	301	187	142	106	73	61	48	50	51	48	47
12	442	327	202	165	102	75	61	51	52	41	43	46
13	492	366	221	161	101	71	58	59	45	43	45	48
14	563	409	257	184	100	75	58	52	49	45	49	49
15	617	472	285	195	106	81	63	52	58	43	46	43
16	694	507	293	215	122	81	63	56	52	49	46	45
17	723	540	335	231	117	74	70	59	57	44	45	41
18	826	623	358	243	126	83	68	56	52	45	45	47
19	899	677	388	265	136	83	64	58	48	50	44	45
20	999	741	438	276	133	87	65	55	49	49	45	44
21	1091	831	453	307	154	89	71	57	50	43	46	40
22	1158	919	529	325	162	88	72	51	53	48	44	44
23	1285	945	580	360	172	85	67	56	52	47	43	41
24	1355	1066	623	399	193	108	73	54	54	49	50	41
25	1443	1143	655	397	189	106	78	54	54	45	42	46
26	1535	1227	766	461	218	107	75	53	56	49	52	47
27	1650	1311	794	477	216	110	83	53	58	55	44	45
28	1724	1353	877	510	246	132	79	61	45	51	48	46
29	1778	1434	910	557	245	131	86	64	53	52	45	42
30	1890	1542	977	590	267	136	80	56	49	43	51	45
31	2011	1619	1040	593	294	145	87	59	50	50	52	48
32	2080	1658	1062	679	325	162	90	71	52	46	55	44
33	2222	1713	1174	692	378	173	105	63	48	50	42	48
34	2219	1764	1171	716	377	176	98	59	53	51	54	42
35	2305	1801	1233	769	404	197	104	61	53	53	56	47
36	2364	1847	1331	788	427	195	114	65	57	45	50	50
37	2460	1949	1386	854	429	221	119	60	51	47	54	48
38	2493	1964	1421	873	478	220	117	66	57	48	58	45
39	2473	1959	1460	901	498	245	127	67	58	46	53	48
40	2523	1996	1474	921	539	255	137	80	58	55	54	47
41	2585	2039	1512	996	536	266	130	76	59	48	64	47
42	2523	2087	1560	1026	572	284	140	71	55	52	61	52
43	2663	2137	1573	1035	598	291	143	74	54	48	58	44
44	2772	2181	1613	1045	633	339	161	68	55	50	55	51
45	2673	2221	1628	1084	648	311	154	83	58	55	58	53
46	2732	2219	1738	1115	651	351	180	82	61	52	68	48
47	2801	2286	1743	1175	703	372	175	82	69	53	61	55
48	2805	2201	1758	1182	699	371	192	90	56	53	67	60
49	2867	2328	1801	1162	755	388	196	82	75	58	72	61
50	2870	2266	1816	1237	771	424	191	89	68	55	60	59
51	2891	2304	1806	1274	801	441	205	105	73	58	70	59
52	2978	2390	1906	1290	809	454	219	105	66	54	72	59
53	2991	2453	1858	1316	849	460	214	106	69	59	71	61
54	3070	2532	1940	1348	861	515	240	120	84	66	85	69
55	3152	2495	1960	1371	891	524	260	119	83	67	82	72
56	3079	2516	2006	1385	915	544	251	122	79	68	80	75
57	3122	2529	1961	1389	934	554	272	119	94	65	90	68
58	3137	2524	1994	1440	970	589	284	142	91	74	94	83
59	3180	2572	2123	1433	1022	633	284	138	94	75	98	83
60	3148	2579	2036	1472	986	613	293	151	93	79	93	77
61	3225	2609	2061	1486	1016	631	314	147	99	91	108	80
62	3233	2562	2090	1507	1063	638	322	163	104	76	100	94
63	3287	2622	2129	1514	1092	691	352	168	118	90	113	88
64	3252	2607	2150	1482	1085	679	345	188	120	90	125	85
65	3403	2746	2213	1551	1150	713	363	186	129	92	121	95
66	3377	2701	2208	1559	1136	746	378	187	120	93	123	105
67	3402	2636	2244	1608	1157	784	388	200	127	99	148	106
68	3387	2738	2187	1638	1203	804	404	215	126	103	140	119
69	3382	2789	2289	1611	1192	802	416	224	126	89	149	120
70	3421	2770	2367	1661	1228	851	417	223	149	114	135	110
71	3593	2741	2387	1702	1284	851	433	236	146	118	153	122
72	3430	2694	2356	1706	1230	859	441	236	166	105	159	118
73	3612	2887	2453	1763	1326	909	481	248	170	121	160	133
74	3654	2957	2440	1789	1317	927	493	276	163	124	167	135
75	3588	2930	2423	1781	1294	941	507	257	179	127	178	141
76	3635	3019	2442	1813	1400	958	497	272	176	124	172	143
77	3755	2957	2436	1828	1366	959	526	284	186	118	184	152
78	3806	2962	2517	1855	1426	1014	555	317	181	128	205	157
79	3748	2951	2544	1916	1449	1049	590	323	197	150	201	163
