time	200	150	100	60	50	40	25	10	5
5	52	51	46	48	52	46	50	52	48
6	58	52	46	45	44	45	46	42	44
7	53	49	49	45	52	46	48	47	43
8	66	51	49	49	49	51	46	46	52
9	74	54	51	54	49	41	43	40	47
10	93	51	51	48	49	50	49	50	52
11	104	56	50	56	56	52	52	46	45
12	133	53	50	47	52	48	51	48	51
13	149	71	53	54	55	48	49	43	49
14	166	71	52	56	45	49	45	47	55
15	208	82	52	52	47	47	50	43	44
16	239	108	63	58	50	50	51	48	49
17	312	126	55	65	61	45	49	44	46
18	365	168	66	72	50	47	46	44	46
19	432	192	73	71	47	46	51	50	54
20	493	224	75	81	47	44	48	44	47
21	633	269	83	83	49	46	53	49	50
22	743	318	93	88	50	51	54	49	50
23	821	366	106	97	56	46	47	47	48
24	930	432	137	101	57	49	50	50	46
25	1080	511	151	118	54	49	48	41	52
26	1185	581	182	134	62	53	50	52	51
27	1345	656	210	133	55	45	51	48	50
28	1412	720	238	147	68	52	54	48	54
29	1550	790	313	175	61	56	51	49	52
30	1674	852	342	199	66	53	50	46	51
31	1745	935	387	200	69	54	56	55	44
32	1885	987	439	212	71	57	52	48	45
33	1966	1052	481	234	79	58	56	47	48
34	2121	1139	567	242	88	56	57	44	56
35	2214	1217	618	276	85	62	63	50	50
36	2270	1292	663	313	95	68	57	54	49
37	2433	1338	746	310	98	68	56	48	48
38	2537	1368	842	355	114	77	59	54	51
39	2632	1430	871	372	132	75	57	54	46
40	2663	1504	934	385	139	77	65	54	56
41	2771	1562	1000	430	141	87	67	56	53
42	2889	1621	1063	466	147	80	62	53	44
43	2988	1662	1131	503	158	91	73	54	48
44	3050	1735	1220	510	164	96	74	63	54
45	3128	1785	1209	556	199	101	83	56	54
46	3216	1811	1259	561	189	96	74	54	48
47	3336	1868	1340	592	204	116	90	61	55
48	3345	1913	1362	637	229	116	90	61	51
49	3482	1998	1443	694	249	125	86	65	59
50	3655	1999	1464	678	270	134	101	73	47
51	3581	2104	1543	696	280	136	98	69	52
52	3636	2153	1515	724	286	144	103	73	48
53	3671	2170	1576	801	307	154	113	78	47
54	3709	2213	1606	782	319	160	103	70	54
55	3874	2204	1663	828	334	187	117	77	59
56	3787	2288	1715	865	373	180	128	79	49
57	3858	2262	1727	873	374	195	132	83	51
58	3879	2358	1737	941	414	212	121	85	61
59	3907	2332	1776	916	412	212	138	94	52
60	3978	2468	1797	977	434	218	137	85	63
61	3945	2464	1820	940	455	229	151	85	62
62	4014	2463	1867	996	472	254	149	90	52
63	4083	2484	1887	1025	493	257	166	94	61
64	4019	2540	1848	1023	501	251	162	98	61
65	4086	2537	1921	1061	511	272	178	104	52
66	4096	2521	1987	1055	525	264	178	98	67
67	4129	2584	2016	1076	572	294	183	108	59
68	4131	2564	1979	1127	567	298	169	109	66
69	4108	2619	2024	1133	590	315	183	100	62
70	4080	2581	2034	1164	606	329	195	122	67
71	4164	2624	2053	1156	645	319	213	127	66
72	4137	2652	2035	1184	651	341	205	135	67
73	4237	2699	2055	1194	688	358	212	143	66
74	4131	2637	2076	1187	696	371	218	130	62
75	4177	2722	2101	1193	736	421	249	143	70
76	4142	2737	2128	1219	706	392	244	130	74
77	4159	2729	2102	1260	744	406	246	144	69
78	4145	2728	2106	1230	746	414	245	153	73
79	4189	2779	2132	1290	769	438	262	148	76
80	4141	2818	2188	1299	806	424	287	156	71
81	4187	2741	2142	1267	826	427	269	158	82
82	4111	2770	2150	1316	815	464	289	169	82
83	4096	2820	2181	1338	866	456	291	152	88
84	4196	2828	2237	1338	877	507	304	174	87
85	4219	2817	2215	1346	896	508	296	178	83
86	4147	2876	2193	1349	922	514	304	177	98
87	4229	2855	2282	1356	929	538	314	194	91
88	4331	2865	2205	1394	951	518	320	185	94
89	4225	2882	2233	1398	969	534	315	187	93
90	4284	2858	2289	1395	950	586	313	194	93
91	4194	2874	2242	1358	952	593	347	185	91
92	4179	2912	2248	1393	975	562	342	203	92
93	4247	2886	2279	1447	1020	599	357	201	113
94	4120	2854	2304	1415	1017	608	338	212	92
95	4180	2876	2207	1403	1020	592	350	220	100
96	4215	2877	2256	1377	1045	600	367	217	99
97	4180	2917	2248	1427	1005	599	373	220	112
98	4230	2916	2231	1460	1056	653	365	233	112
99	4308	2901	2270	1510	1060	626	390	221	103
100	4188	2854	2245	1444	1096	679	381	228	109
101	4269	2905	2272	1468	1108	661	403	240	117
102	4208	2894	2277	1395	1110	675	417	251	112
103	4252	2916	2280	1454	1104	708	443	244	122
104	4293	2973	2266	1504	1148	706	407	257	122
105	4279	2905	2333	1463	1122	714	410	270	120
106	4246	2913	2314	1460	1127	691	447	258	121
107	4184	2971	2317	1511	1145	728	454	271	123
108	4292	2871	2345	1471	1125	735	448	276	134
109	4198	2896	2285	1440	1146	734	455	279	127
110	4300	2972	2307	1454	1142	776	478	282	147
111	4177	2953	2306	1460	1129	731	448	276	135
112	4201	2925	2277	1491	1149	765	455	286	129
113	4207	2899	2244	1465	1174	787	468	279	136
114	4229	3005	2330	1510	1193	771	475	301	148
115	4242	2922	2249	1473	1169	793	461	292	155
116	4231	2989	2290	1449	1178	806	482	297	149
117	4216	2944	2296	1488	1206	784	472	303	155
118	4223	2950	2284	1503	1191	810	503	291	135
119	4273	2992	2269	1512	1202	793	488	307	148
120	4228	2959	2286	1522	1180	844	487	328	155
121	4302	2940	2285	1499	1217	802	506	316	150
122	4290	2973	2311	1487	1230	864	528	327	159
123	4211	2968	2295	1474	1211	818	522	327	160
124	4253	2941	2272	1506	1180	851	534	327	164
125	4203	2976	2285	1494	1242	855	540	340	172
126	4269	2991	2254	1485	1235	866	556	338	176
127	4293	2953	2273	1491	1229	864	557	331	179
128	4234	2967	2305	1523	1191	873	548	346	176
129	4203	2909	2303	1486	1240	865	546	356	177
130	4248	3035	2330	1480	1200	877	550	356	184
131	4208	2988	2269	1481	1230	879	575	358	181
132	4204	3011	2295	1515	1221	890	552	366	191
133	4234	3018	2313	1532	1240	926	560	369	174
134	4232	3031	2282	1508	1215	918	568	354	182
135	4379	3012	2291	1544	1236	897	585	386	191
136	4211	2995	2332	1492	1212	899	584	375	192
137	4326	2931	2305	1513	1234	915	598	353	190
138	4163	2989	2283	1489	1233	934	587	383	195
139	4200	2970	2281	1535	1269	932	622	386	215
140	4220	3014	2303	1522	1231	937	600	385	203
141	4247	2992	2304	1536	1238	941	590	384	210
142	4254	2998	2291	1479	1223	952	600	396	206
143	4307	2965	2369	1493	1231	911	600	401	217
144	4273	2973	2289	1523	1240	964	603	395	214
145	4361	3047	2340	1523	1261	988	619	393	231
146	4216	2954	2316	1487	1215	939	602	399	207
147	4188	2992	2304	1500	1196	966	634	405	208
148	4195	2987	2325	1518	1251	943	634	392	223
149	4200	2966	2338	1528	1207	964	624	400	221
150	4286	2964	2335	1507	1246	964	634	413	211
151	4371	3087	2267	1473	1233	993	627	433	224
152	4223	2984	2266	1549	1247	959	636	432	239
153	4238	3006	2255	1495	1225	995	648	424	229
154	4323	3033	2309	1538	1248	960	669	422	245
155	4308	2973	2247	1526	1223	966	663	418	223
156	4320	2998	2343	1539	1241	971	625	432	225
157	4314	3020	2333	1522	1245	976	655	430	242
158	4267	3001	2293	1534	1224	1010	664	414	248
159	4441	3093	2358	1541	1236	1011	671	448	254
160	4339	3057	2286	1510	1270	998	649	433	239
161	4400	3026	2343	1542	1278	1033	643	458	257
162	4433	2958	2331	1512	1265	998	648	442	248
163	4404	3061	2323	1514	1230	1010	676	442	242
164	4512	3034	2288	1513	1260	1021	657	443	247
165	4477	3028	2323	1517	1242	993	641	459	237
166	4535	3077	2291	1511	1257	1007	693	459	268
167	4450	3097	2319	1550	1238	1026	659	455	269
168	4409	3022	2274	1533	1258	1015	665	441	243
169	4225	3015	2298	1539	1268	1008	694	455	263
170	4263	3027	2263	1519	1232	1018	699	453	253
171	4181	3048	2347	1529	1240	995	685	455	278
172	4178	3060	2307	1506	1247	1027	663	458	265
173	4267	3040	2291	1555	1247	999	678	470	265
174	4301	3041	2351	1529	1249	1000	687	436	271
175	4293	3029	2357	1516	1215	1024	700	454	267
176	4326	3043	2299	1538	1277	990	685	479	252
177	4326	3090	2319	1546	1250	1023	700	461	271
178	4438	3030	2365	1556	1235	1030	675	459	262
179	4512	3076	2353	1520	1261	998	672	465	259
180	4424	3076	2319	1512	1252	1045	681	462	278
181	4370	3040	2304	1533	1208	1035	705	461	274
182	4276	3031	2313	1522	1234	1030	692	445	273
183	4215	3118	2337	1516	1208	994	666	468	280
184	4286	3148	2388	1557	1236	1013	688	464	273
185	4374	3075	2262	1517	1261	999	673	461	299
186	4206	3099	2265	1519	1235	1047	716	479	274
