time	200	160	128	102.4	81.92	65.536	52.4288	41.94304	33.554432	26.8435456	21.47483648	17.179869184
0	93	91	66	55	49	48	44	45	38	44	42	44
1	116	93	73	58	55	47	50	44	44	45	42	46
2	149	111	82	62	54	43	45	41	45	46	47	43
3	198	124	95	71	60	44	48	46	40	38	43	40
4	266	162	110	72	67	44	42	41	45	43	49	43
5	334	196	123	70	78	55	42	47	48	47	48	45
6	448	240	148	98	80	54	50	46	40	42	49	43
7	597	250	162	102	86	55	51	46	45	48	47	44
8	780	334	188	121	93	56	50	42	48	47	44	48
9	989	407	240	129	100	67	53	43	48	48	41	38
10	1212	500	259	154	103	71	56	42	49	45	42	41
11	1518	608	316	174	123	70	63	47	46	54	42	43
12	1882	740	368	199	134	73	65	54	46	52	41	53
13	2172	892	447	235	143	83	75	45	50	49	44	47
14	2600	1063	512	263	167	90	72	43	48	49	42	40
15	3000	1274	626	316	180	89	72	48	51	45	44	41
16	3510	1503	745	389	196	98	78	51	57	58	44	46
17	3859	1788	890	457	242	100	92	55	63	46	49	48
18	4279	1998	1205	565	279	131	103	59	63	50	48	45
19	4743	2288	1262	641	318	125	106	55	66	52	47	51
20	5018	2596	1496	744	336	141	120	58	61	50	50	52
21	5390	2803	1665	847	386	159	123	61	60	54	51	51
22	5723	3164	1863	1000	468	176	155	62	72	64	58	55
23	6081	3368	2077	1124	498	178	155	68	68	62	50	51
24	6375	3598	2293	1247	574	215	170	70	70	61	55	57
25	6425	3781	2546	1407	642	247	198	80	72	61	52	55
26	6415	3924	2660	1545	674	272	202	81	78	56	56	56
27	6765	4095	2818	1612	786	298	242	85	88	69	62	58
28	6745	4276	2985	1736	852	316	281	86	91	61	70	59
29	6956	4487	3036	1845	925	358	292	96	88	64	70	60
30	7006	4510	3138	1905	971	411	321	99	100	74	63	55
31	7141	4589	3141	2062	1036	442	335	108	94	70	67	61
32	7058	4658	3195	2119	1114	490	384	104	107	86	69	63
33	7345	4697	3309	2176	1171	553	400	119	111	84	63	62
34	7234	4781	3288	2259	1203	561	423	128	113	86	79	73
35	7243	4732	3330	2259	1272	615	433	135	129	97	68	69
36	7309	4831	3252	2389	1350	653	493	141	129	103	78	69
37	7309	4968	3372	2342	1416	709	522	153	132	92	83	76
38	7370	5159	3297	2438	1428	739	563	173	150	100	83	68
